causa_de_muerte;sexo;periodo;muertes;poblacion;tasa_mortalidad;causa_muerte_categoría
068-072 XI.Enfermedades del sistema digestivo;Hombres;2007;7367;3133315;235.12;XI. Digestivas
068-072 XI.Enfermedades del sistema digestivo;Hombres;2008;7226;3179764;227.25;XI. Digestivas
068-072 XI.Enfermedades del sistema digestivo;Hombres;2009;7318;3252782;224.98;XI. Digestivas
068-072 XI.Enfermedades del sistema digestivo;Hombres;2010;7210;3325137;216.83;XI. Digestivas
068-072 XI.Enfermedades del sistema digestivo;Hombres;2011;7350;3406554;215.76;XI. Digestivas
068-072 XI.Enfermedades del sistema digestivo;Hombres;2012;7574;3475406;217.93;XI. Digestivas
068-072 XI.Enfermedades del sistema digestivo;Hombres;2013;7388;3535710;208.95;XI. Digestivas
068-072 XI.Enfermedades del sistema digestivo;Hombres;2014;7437;3617044;205.61;XI. Digestivas
068-072 XI.Enfermedades del sistema digestivo;Hombres;2015;7810;3684229;211.98;XI. Digestivas
068-072 XI.Enfermedades del sistema digestivo;Hombres;2016;7884;3732871;211.2;XI. Digestivas
068-072 XI.Enfermedades del sistema digestivo;Hombres;2017;7963;3789274;210.15;XI. Digestivas
068-072 XI.Enfermedades del sistema digestivo;Hombres;2018;8552;3854490;221.87;XI. Digestivas
068-072 XI.Enfermedades del sistema digestivo;Hombres;2019;8778;3920576;223.9;XI. Digestivas
068-072 XI.Enfermedades del sistema digestivo;Hombres;2020;8435;3991916;211.3;XI. Digestivas
068-072 XI.Enfermedades del sistema digestivo;Hombres;2021;8772;4038757;217.2;XI. Digestivas
068-072 XI.Enfermedades del sistema digestivo;Hombres;2022;9220;4117903;223.9;XI. Digestivas
068-072 XI.Enfermedades del sistema digestivo;Hombres;2023;9077;4298082;211.99;XI. Digestivas
068-072 XI.Enfermedades del sistema digestivo;Mujeres;1980;4714;2443783;192.9;XI. Digestivas
068-072 XI.Enfermedades del sistema digestivo;Mujeres;1981;4614;2507533;184.01;XI. Digestivas
068-072 XI.Enfermedades del sistema digestivo;Mujeres;1982;4740;2558996;185.23;XI. Digestivas
068-072 XI.Enfermedades del sistema digestivo;Mujeres;1983;4941;2610435;189.28;XI. Digestivas
068-072 XI.Enfermedades del sistema digestivo;Mujeres;1984;5115;2661599;192.18;XI. Digestivas
068-072 XI.Enfermedades del sistema digestivo;Mujeres;1985;5315;2708744;196.22;XI. Digestivas
068-072 XI.Enfermedades del sistema digestivo;Mujeres;1986;5444;2774358;196.23;XI. Digestivas
068-072 XI.Enfermedades del sistema digestivo;Mujeres;1987;5615;2838657;197.8;XI. Digestivas
068-072 XI.Enfermedades del sistema digestivo;Mujeres;1988;5831;2922024;199.55;XI. Digestivas
068-072 XI.Enfermedades del sistema digestivo;Mujeres;1989;5986;2996228;199.78;XI. Digestivas
068-072 XI.Enfermedades del sistema digestivo;Mujeres;1990;6259;3074174;203.6;XI. Digestivas
068-072 XI.Enfermedades del sistema digestivo;Mujeres;1991;6386;3150162;202.72;XI. Digestivas
068-072 XI.Enfermedades del sistema digestivo;Mujeres;1992;6382;3228046;197.7;XI. Digestivas
068-072 XI.Enfermedades del sistema digestivo;Mujeres;1993;6565;3304288;198.68;XI. Digestivas
068-072 XI.Enfermedades del sistema digestivo;Mujeres;1994;6707;3387822;197.97;XI. Digestivas
068-072 XI.Enfermedades del sistema digestivo;Mujeres;1995;6818;3470349;196.46;XI. Digestivas
068-072 XI.Enfermedades del sistema digestivo;Mujeres;1996;7245;3560364;203.49;XI. Digestivas
068-072 XI.Enfermedades del sistema digestivo;Mujeres;1997;7295;3640110;200.41;XI. Digestivas
068-072 XI.Enfermedades del sistema digestivo;Mujeres;1998;7599;3728866;203.79;XI. Digestivas
068-072 XI.Enfermedades del sistema digestivo;Mujeres;1999;7647;3812216;200.59;XI. Digestivas
068-072 XI.Enfermedades del sistema digestivo;Mujeres;2000;7442;3881389;191.74;XI. Digestivas
068-072 XI.Enfermedades del sistema digestivo;Mujeres;2001;7407;3954545;187.3;XI. Digestivas
068-072 XI.Enfermedades del sistema digestivo;Mujeres;2002;7740;4040546;191.56;XI. Digestivas
068-072 XI.Enfermedades del sistema digestivo;Mujeres;2003;7944;4102873;193.62;XI. Digestivas
068-072 XI.Enfermedades del sistema digestivo;Mujeres;2004;7991;4133445;193.33;XI. Digestivas
068-072 XI.Enfermedades del sistema digestivo;Mujeres;2005;8175;4149317;197.02;XI. Digestivas
068-072 XI.Enfermedades del sistema digestivo;Mujeres;2006;7996;4230548;189.01;XI. Digestivas
068-072 XI.Enfermedades del sistema digestivo;Mujeres;2007;8088;4273845;189.24;XI. Digestivas
068-072 XI.Enfermedades del sistema digestivo;Mujeres;2008;8184;4326531;189.16;XI. Digestivas
068-072 XI.Enfermedades del sistema digestivo;Mujeres;2009;8255;4405185;187.39;XI. Digestivas
068-072 XI.Enfermedades del sistema digestivo;Mujeres;2010;8009;4485264;178.56;XI. Digestivas
068-072 XI.Enfermedades del sistema digestivo;Mujeres;2011;8332;4576443;182.06;XI. Digestivas
068-072 XI.Enfermedades del sistema digestivo;Mujeres;2012;8433;4652634;181.25;XI. Digestivas
068-072 XI.Enfermedades del sistema digestivo;Mujeres;2013;8333;4717212;176.65;XI. Digestivas
068-072 XI.Enfermedades del sistema digestivo;Mujeres;2014;8521;4805632;177.31;XI. Digestivas
068-072 XI.Enfermedades del sistema digestivo;Mujeres;2015;8865;4880385;181.65;XI. Digestivas
068-072 XI.Enfermedades del sistema digestivo;Mujeres;2016;8746;4931332;177.36;XI. Digestivas
068-072 XI.Enfermedades del sistema digestivo;Mujeres;2017;8900;4995025;178.18;XI. Digestivas
068-072 XI.Enfermedades del sistema digestivo;Mujeres;2018;9621;5063964;189.99;XI. Digestivas
068-072 XI.Enfermedades del sistema digestivo;Mujeres;2019;9717;5136347;189.18;XI. Digestivas
068-072 XI.Enfermedades del sistema digestivo;Mujeres;2020;9445;5219522;180.96;XI. Digestivas
068-072 XI.Enfermedades del sistema digestivo;Mujeres;2021;9929;5272727;188.31;XI. Digestivas
068-072 XI.Enfermedades del sistema digestivo;Mujeres;2022;10187;5363899;189.92;XI. Digestivas
068-072 XI.Enfermedades del sistema digestivo;Mujeres;2023;10139;5610155;180.73;XI. Digestivas
073 XII.Enfermedades de la piel y del tejido subcutáneo;Hombres;1980;47;1684490;2.79;XII. Piel
073 XII.Enfermedades de la piel y del tejido subcutáneo;Hombres;1981;41;1721573;2.38;XII. Piel
073 XII.Enfermedades de la piel y del tejido subcutáneo;Hombres;1982;34;1748866;1.94;XII. Piel
073 XII.Enfermedades de la piel y del tejido subcutáneo;Hombres;1983;40;1777165;2.25;XII. Piel
073 XII.Enfermedades de la piel y del tejido subcutáneo;Hombres;1984;70;1804686;3.88;XII. Piel
073 XII.Enfermedades de la piel y del tejido subcutáneo;Hombres;1985;66;1833591;3.6;XII. Piel
073 XII.Enfermedades de la piel y del tejido subcutáneo;Hombres;1986;103;1879026;5.48;XII. Piel
073 XII.Enfermedades de la piel y del tejido subcutáneo;Hombres;1987;104;1940681;5.36;XII. Piel
073 XII.Enfermedades de la piel y del tejido subcutáneo;Hombres;1988;122;2007437;6.08;XII. Piel
073 XII.Enfermedades de la piel y del tejido subcutáneo;Hombres;1989;123;2072463;5.93;XII. Piel
073 XII.Enfermedades de la piel y del tejido subcutáneo;Hombres;1990;147;2136519;6.88;XII. Piel
073 XII.Enfermedades de la piel y del tejido subcutáneo;Hombres;1991;131;2197924;5.96;XII. Piel
073 XII.Enfermedades de la piel y del tejido subcutáneo;Hombres;1992;114;2264728;5.03;XII. Piel
073 XII.Enfermedades de la piel y del tejido subcutáneo;Hombres;1993;143;2328741;6.14;XII. Piel
073 XII.Enfermedades de la piel y del tejido subcutáneo;Hombres;1994;128;2397576;5.34;XII. Piel
073 XII.Enfermedades de la piel y del tejido subcutáneo;Hombres;1995;161;2466010;6.53;XII. Piel
073 XII.Enfermedades de la piel y del tejido subcutáneo;Hombres;1996;173;2540147;6.81;XII. Piel
073 XII.Enfermedades de la piel y del tejido subcutáneo;Hombres;1997;219;2609082;8.39;XII. Piel
073 XII.Enfermedades de la piel y del tejido subcutáneo;Hombres;1998;270;2683704;10.06;XII. Piel
073 XII.Enfermedades de la piel y del tejido subcutáneo;Hombres;1999;257;2753555;9.33;XII. Piel
073 XII.Enfermedades de la piel y del tejido subcutáneo;Hombres;2000;280;2810300;9.96;XII. Piel
073 XII.Enfermedades de la piel y del tejido subcutáneo;Hombres;2001;286;2872106;9.96;XII. Piel
073 XII.Enfermedades de la piel y del tejido subcutáneo;Hombres;2002;293;2940001;9.97;XII. Piel
073 XII.Enfermedades de la piel y del tejido subcutáneo;Hombres;2003;298;2989967;9.97;XII. Piel
073 XII.Enfermedades de la piel y del tejido subcutáneo;Hombres;2004;298;3013230;9.89;XII. Piel
073 XII.Enfermedades de la piel y del tejido subcutáneo;Hombres;2005;312;3020568;10.33;XII. Piel
073 XII.Enfermedades de la piel y del tejido subcutáneo;Hombres;2006;335;3093602;10.83;XII. Piel
073 XII.Enfermedades de la piel y del tejido subcutáneo;Hombres;2007;344;3133315;10.98;XII. Piel
073 XII.Enfermedades de la piel y del tejido subcutáneo;Hombres;2008;337;3179764;10.6;XII. Piel
073 XII.Enfermedades de la piel y del tejido subcutáneo;Hombres;2009;361;3252782;11.1;XII. Piel
073 XII.Enfermedades de la piel y del tejido subcutáneo;Hombres;2010;340;3325137;10.23;XII. Piel
073 XII.Enfermedades de la piel y del tejido subcutáneo;Hombres;2011;360;3406554;10.57;XII. Piel
073 XII.Enfermedades de la piel y del tejido subcutáneo;Hombres;2012;365;3475406;10.5;XII. Piel
073 XII.Enfermedades de la piel y del tejido subcutáneo;Hombres;2013;399;3535710;11.28;XII. Piel
073 XII.Enfermedades de la piel y del tejido subcutáneo;Hombres;2014;411;3617044;11.36;XII. Piel
073 XII.Enfermedades de la piel y del tejido subcutáneo;Hombres;2015;483;3684229;13.11;XII. Piel
073 XII.Enfermedades de la piel y del tejido subcutáneo;Hombres;2016;499;3732871;13.37;XII. Piel
073 XII.Enfermedades de la piel y del tejido subcutáneo;Hombres;2017;522;3789274;13.78;XII. Piel
073 XII.Enfermedades de la piel y del tejido subcutáneo;Hombres;2018;607;3854490;15.75;XII. Piel
073 XII.Enfermedades de la piel y del tejido subcutáneo;Hombres;2019;589;3920576;15.02;XII. Piel
073 XII.Enfermedades de la piel y del tejido subcutáneo;Hombres;2020;603;3991916;15.11;XII. Piel
073 XII.Enfermedades de la piel y del tejido subcutáneo;Hombres;2021;676;4038757;16.74;XII. Piel
073 XII.Enfermedades de la piel y del tejido subcutáneo;Hombres;2022;656;4117903;15.93;XII. Piel
74 XII.Enfermedades de la piel y del tejido subcutáneo;Hombres;2023;644;4298082;14.98;XII. Piel
073 XII.Enfermedades de la piel y del tejido subcutáneo;Mujeres;1980;89;2443783;3.64;XII. Piel
073 XII.Enfermedades de la piel y del tejido subcutáneo;Mujeres;1981;91;2507533;3.63;XII. Piel
073 XII.Enfermedades de la piel y del tejido subcutáneo;Mujeres;1982;90;2558996;3.52;XII. Piel
073 XII.Enfermedades de la piel y del tejido subcutáneo;Mujeres;1983;93;2610435;3.56;XII. Piel
073 XII.Enfermedades de la piel y del tejido subcutáneo;Mujeres;1984;145;2661599;5.45;XII. Piel
073 XII.Enfermedades de la piel y del tejido subcutáneo;Mujeres;1985;194;2708744;7.16;XII. Piel
073 XII.Enfermedades de la piel y del tejido subcutáneo;Mujeres;1986;265;2774358;9.55;XII. Piel
073 XII.Enfermedades de la piel y del tejido subcutáneo;Mujeres;1987;256;2838657;9.02;XII. Piel
073 XII.Enfermedades de la piel y del tejido subcutáneo;Mujeres;1988;290;2922024;9.92;XII. Piel
073 XII.Enfermedades de la piel y del tejido subcutáneo;Mujeres;1989;306;2996228;10.21;XII. Piel
073 XII.Enfermedades de la piel y del tejido subcutáneo;Mujeres;1990;334;3074174;10.86;XII. Piel
073 XII.Enfermedades de la piel y del tejido subcutáneo;Mujeres;1991;285;3150162;9.05;XII. Piel
073 XII.Enfermedades de la piel y del tejido subcutáneo;Mujeres;1992;317;3228046;9.82;XII. Piel
073 XII.Enfermedades de la piel y del tejido subcutáneo;Mujeres;1993;352;3304288;10.65;XII. Piel
073 XII.Enfermedades de la piel y del tejido subcutáneo;Mujeres;1994;341;3387822;10.07;XII. Piel
073 XII.Enfermedades de la piel y del tejido subcutáneo;Mujeres;1995;387;3470349;11.15;XII. Piel
073 XII.Enfermedades de la piel y del tejido subcutáneo;Mujeres;1996;462;3560364;12.98;XII. Piel
073 XII.Enfermedades de la piel y del tejido subcutáneo;Mujeres;1997;503;3640110;13.82;XII. Piel
073 XII.Enfermedades de la piel y del tejido subcutáneo;Mujeres;1998;596;3728866;15.98;XII. Piel
073 XII.Enfermedades de la piel y del tejido subcutáneo;Mujeres;1999;612;3812216;16.05;XII. Piel
073 XII.Enfermedades de la piel y del tejido subcutáneo;Mujeres;2000;619;3881389;15.95;XII. Piel
073 XII.Enfermedades de la piel y del tejido subcutáneo;Mujeres;2001;645;3954545;16.31;XII. Piel
073 XII.Enfermedades de la piel y del tejido subcutáneo;Mujeres;2002;679;4040546;16.8;XII. Piel
073 XII.Enfermedades de la piel y del tejido subcutáneo;Mujeres;2003;682;4102873;16.62;XII. Piel
073 XII.Enfermedades de la piel y del tejido subcutáneo;Mujeres;2004;644;4133445;15.58;XII. Piel
073 XII.Enfermedades de la piel y del tejido subcutáneo;Mujeres;2005;745;4149317;17.95;XII. Piel
073 XII.Enfermedades de la piel y del tejido subcutáneo;Mujeres;2006;704;4230548;16.64;XII. Piel
073 XII.Enfermedades de la piel y del tejido subcutáneo;Mujeres;2007;792;4273845;18.53;XII. Piel
073 XII.Enfermedades de la piel y del tejido subcutáneo;Mujeres;2008;836;4326531;19.32;XII. Piel
073 XII.Enfermedades de la piel y del tejido subcutáneo;Mujeres;2009;779;4405185;17.68;XII. Piel
073 XII.Enfermedades de la piel y del tejido subcutáneo;Mujeres;2010;752;4485264;16.77;XII. Piel
073 XII.Enfermedades de la piel y del tejido subcutáneo;Mujeres;2011;753;4576443;16.45;XII. Piel
073 XII.Enfermedades de la piel y del tejido subcutáneo;Mujeres;2012;892;4652634;19.17;XII. Piel
073 XII.Enfermedades de la piel y del tejido subcutáneo;Mujeres;2013;859;4717212;18.21;XII. Piel
073 XII.Enfermedades de la piel y del tejido subcutáneo;Mujeres;2014;858;4805632;17.85;XII. Piel
073 XII.Enfermedades de la piel y del tejido subcutáneo;Mujeres;2015;1017;4880385;20.84;XII. Piel
073 XII.Enfermedades de la piel y del tejido subcutáneo;Mujeres;2016;967;4931332;19.61;XII. Piel
073 XII.Enfermedades de la piel y del tejido subcutáneo;Mujeres;2017;1117;4995025;22.36;XII. Piel
073 XII.Enfermedades de la piel y del tejido subcutáneo;Mujeres;2018;1165;5063964;23.01;XII. Piel
073 XII.Enfermedades de la piel y del tejido subcutáneo;Mujeres;2019;1122;5136347;21.84;XII. Piel
073 XII.Enfermedades de la piel y del tejido subcutáneo;Mujeres;2020;1235;5219522;23.66;XII. Piel
073 XII.Enfermedades de la piel y del tejido subcutáneo;Mujeres;2021;1266;5272727;24.01;XII. Piel
073 XII.Enfermedades de la piel y del tejido subcutáneo;Mujeres;2022;1308;5363899;24.39;XII. Piel
74 XII.Enfermedades de la piel y del tejido subcutáneo;Mujeres;2023;1345;5610155;23.97;XII. Piel
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Hombres;1980;142;1684490;8.43;XIII. Huesos
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Hombres;1981;105;1721573;6.1;XIII. Huesos
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Hombres;1982;110;1748866;6.29;XIII. Huesos
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Hombres;1983;141;1777165;7.93;XIII. Huesos
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Hombres;1984;347;1804686;19.23;XIII. Huesos
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Hombres;1985;587;1833591;32.01;XIII. Huesos
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Hombres;1986;645;1879026;34.33;XIII. Huesos
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Hombres;1987;680;1940681;35.04;XIII. Huesos
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Hombres;1988;675;2007437;33.62;XIII. Huesos
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Hombres;1989;686;2072463;33.1;XIII. Huesos
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Hombres;1990;722;2136519;33.79;XIII. Huesos
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Hombres;1991;780;2197924;35.49;XIII. Huesos
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Hombres;1992;766;2264728;33.82;XIII. Huesos
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Hombres;1993;683;2328741;29.33;XIII. Huesos
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Hombres;1994;733;2397576;30.57;XIII. Huesos
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Hombres;1995;724;2466010;29.36;XIII. Huesos
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Hombres;1996;753;2540147;29.64;XIII. Huesos
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Hombres;1997;753;2609082;28.86;XIII. Huesos
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Hombres;1998;839;2683704;31.26;XIII. Huesos
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Hombres;1999;875;2753555;31.78;XIII. Huesos
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Hombres;2000;813;2810300;28.93;XIII. Huesos
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Hombres;2001;916;2872106;31.89;XIII. Huesos
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Hombres;2002;970;2940001;32.99;XIII. Huesos
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Hombres;2003;977;2989967;32.68;XIII. Huesos
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Hombres;2004;991;3013230;32.89;XIII. Huesos
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Hombres;2005;1004;3020568;33.24;XIII. Huesos
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Hombres;2006;953;3093602;30.81;XIII. Huesos
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Hombres;2007;995;3133315;31.76;XIII. Huesos
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Hombres;2008;990;3179764;31.13;XIII. Huesos
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Hombres;2009;1000;3252782;30.74;XIII. Huesos
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Hombres;2010;950;3325137;28.57;XIII. Huesos
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Hombres;2011;940;3406554;27.59;XIII. Huesos
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Hombres;2012;1117;3475406;32.14;XIII. Huesos
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Hombres;2013;1007;3535710;28.48;XIII. Huesos
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Hombres;2014;1168;3617044;32.29;XIII. Huesos
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Hombres;2015;1249;3684229;33.9;XIII. Huesos
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Hombres;2016;1332;3732871;35.68;XIII. Huesos
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Hombres;2017;1568;3789274;41.38;XIII. Huesos
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Hombres;2018;1596;3854490;41.41;XIII. Huesos
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Hombres;2019;1617;3920576;41.24;XIII. Huesos
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Hombres;2020;1632;3991916;40.88;XIII. Huesos
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Hombres;2021;1595;4038757;39.49;XIII. Huesos
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Hombres;2022;1716;4117903;41.67;XIII. Huesos
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Hombres;2023;1660;4298082;38.62;XIII. Huesos
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Mujeres;1980;269;2443783;11.01;XIII. Huesos
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Mujeres;1981;220;2507533;8.77;XIII. Huesos
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Mujeres;1982;244;2558996;9.53;XIII. Huesos
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Mujeres;1983;258;2610435;9.88;XIII. Huesos
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Mujeres;1984;883;2661599;33.18;XIII. Huesos
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Mujeres;1985;1377;2708744;50.84;XIII. Huesos
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Mujeres;1986;1594;2774358;57.45;XIII. Huesos
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Mujeres;1987;1662;2838657;58.55;XIII. Huesos
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Mujeres;1988;1807;2922024;61.84;XIII. Huesos
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Mujeres;1989;1795;2996228;59.91;XIII. Huesos
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Mujeres;1990;1903;3074174;61.9;XIII. Huesos
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Mujeres;1991;1948;3150162;61.84;XIII. Huesos
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Mujeres;1992;1906;3228046;59.05;XIII. Huesos
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Mujeres;1993;1860;3304288;56.29;XIII. Huesos
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Mujeres;1994;1851;3387822;54.64;XIII. Huesos
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Mujeres;1995;2000;3470349;57.63;XIII. Huesos
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Mujeres;1996;1926;3560364;54.1;XIII. Huesos
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Mujeres;1997;1967;3640110;54.04;XIII. Huesos
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Mujeres;1998;1989;3728866;53.34;XIII. Huesos
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Mujeres;1999;2126;3812216;55.77;XIII. Huesos
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Mujeres;2000;2128;3881389;54.83;XIII. Huesos
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Mujeres;2001;2232;3954545;56.44;XIII. Huesos
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Mujeres;2002;2306;4040546;57.07;XIII. Huesos
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Mujeres;2003;2373;4102873;57.84;XIII. Huesos
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Mujeres;2004;2358;4133445;57.05;XIII. Huesos
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Mujeres;2005;2366;4149317;57.02;XIII. Huesos
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Mujeres;2006;2214;4230548;52.33;XIII. Huesos
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Mujeres;2007;2206;4273845;51.62;XIII. Huesos
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Mujeres;2008;2190;4326531;50.62;XIII. Huesos
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Mujeres;2009;2254;4405185;51.17;XIII. Huesos
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Mujeres;2010;2178;4485264;48.56;XIII. Huesos
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Mujeres;2011;2217;4576443;48.44;XIII. Huesos
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Mujeres;2012;2439;4652634;52.42;XIII. Huesos
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Mujeres;2013;2117;4717212;44.88;XIII. Huesos
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Mujeres;2014;2272;4805632;47.28;XIII. Huesos
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Mujeres;2015;2671;4880385;54.73;XIII. Huesos
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Mujeres;2016;2683;4931332;54.41;XIII. Huesos
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Mujeres;2017;3227;4995025;64.6;XIII. Huesos
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Mujeres;2018;3361;5063964;66.37;XIII. Huesos
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Mujeres;2019;3311;5136347;64.46;XIII. Huesos
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Mujeres;2020;3378;5219522;64.72;XIII. Huesos
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Mujeres;2021;3294;5272727;62.47;XIII. Huesos
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Mujeres;2022;3600;5363899;67.12;XIII. Huesos
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Mujeres;2023;3478;5610155;61.99;XIII. Huesos
077-080 XIV.Enfermedades del sistema genitourinario;Hombres;1980;2505;1684490;148.71;XIV. Genitourinarias
077-080 XIV.Enfermedades del sistema genitourinario;Hombres;1981;2550;1721573;148.12;XIV. Genitourinarias
077-080 XIV.Enfermedades del sistema genitourinario;Hombres;1982;2424;1748866;138.6;XIV. Genitourinarias
077-080 XIV.Enfermedades del sistema genitourinario;Hombres;1983;2453;1777165;138.03;XIV. Genitourinarias
077-080 XIV.Enfermedades del sistema genitourinario;Hombres;1984;2653;1804686;147.01;XIV. Genitourinarias
077-080 XIV.Enfermedades del sistema genitourinario;Hombres;1985;2869;1833591;156.47;XIV. Genitourinarias
077-080 XIV.Enfermedades del sistema genitourinario;Hombres;1986;2898;1879026;154.23;XIV. Genitourinarias
077-080 XIV.Enfermedades del sistema genitourinario;Hombres;1987;2856;1940681;147.16;XIV. Genitourinarias
077-080 XIV.Enfermedades del sistema genitourinario;Hombres;1988;3108;2007437;154.82;XIV. Genitourinarias
077-080 XIV.Enfermedades del sistema genitourinario;Hombres;1989;3120;2072463;150.55;XIV. Genitourinarias
